uid,treatment,testidx,data,scores
78,0,"5,3,1,2,4,0","[[""down"",""right"",""down"",""down"",""up"",""up"",""left"",""right"",""left"",""right""],[""up"",""left"",""left"",""down"",""up"",""right"",""left"",""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""up"",""left"",""right"",""up"",""down"",""left"",""left"",""right"",""up"",""left"",""up"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""down"",""up"",""left"",""right"",""down"",""up"",""down"",""up"",""up"",""left"",""right"",""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""up"",""left"",""left"",""right"",""right"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""]]","[97,893,863,876,878,940,826]"
79,0,"3,4,5,0,2,1","[[""down"",""up"",""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""up"",""up"",""up"",""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""left"",""left"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""left"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""left"",""down"",""down"",""left"",""left"",""left"",""right"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""left"",""left"",""down"",""left"",""down"",""up"",""down"",""up"",""down"",""left"",""right"",""left"",""right"",""up"",""down"",""up"",""down"",""up""]]","[93,777,1030,916,840,992,1272]"
80,2,"3,0,2,1,4,5","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""left"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""left"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""]]","[100,810,840,870,930,931,924]"
81,2,"3,1,2,5,0,4","[[""down"",""right"",""up"",""left"",""down"",""up"",""right"",""down"",""left"",""right""],[""down"",""right"",""left"",""left"",""up"",""down"",""right"",""left"",""left"",""left"",""down"",""up"",""left"",""right"",""left"",""down"",""down"",""down"",""right"",""right""],[""right"",""up"",""left"",""down"",""up"",""up"",""right"",""down"",""left"",""up"",""down"",""up"",""right"",""up"",""down"",""down"",""down"",""right"",""left"",""down""],[""left"",""left"",""down"",""right"",""down"",""up"",""down"",""up"",""left"",""down"",""down"",""right"",""up"",""up"",""left"",""up"",""up"",""up"",""down"",""up""],[""right"",""right"",""right"",""up"",""right"",""left"",""up"",""down"",""left"",""down"",""right"",""up"",""down"",""left"",""right"",""right"",""right"",""up"",""up"",""up""],[""up"",""up"",""up"",""up"",""left"",""up"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""right"",""down"",""right"",""right"",""left"",""up""]]","[84,636,562,694,539,507]"
82,0,"2,5,1,4,3,0","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""down"",""up""],[""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""left"",""up"",""up"",""left"",""left"",""right"",""up"",""down""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""down"",""up"",""down"",""left"",""left"",""right"",""right"",""left"",""up"",""down"",""left"",""right"",""left"",""right"",""right"",""left"",""right"",""up"",""down""],[""up"",""up"",""down"",""up"",""down"",""left"",""right"",""left"",""right"",""up"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""up""],[""down"",""down"",""up"",""left"",""down"",""right"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""]]","[99,870,729,930,891,790,823]"
83,2,"0,3,1,5,2,4","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""down"",""down""],[""down"",""down"",""up"",""down"",""right"",""left"",""up"",""down"",""up"",""down"",""down"",""up"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""up"",""left"",""right"",""up"",""up"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""left"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""left"",""right"",""down"",""up"",""down"",""down"",""up"",""down"",""up"",""down"",""up"",""up""],[""down"",""down"",""left"",""left"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""]]","[98,823,903,930,924,874,1030]"
84,0,"1,4,2,3,5,0","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""down"",""down"",""down"",""up"",""down"",""up"",""up"",""up"",""down"",""down"",""down"",""up"",""right"",""left"",""up"",""down"",""down"",""up"",""right""],[""down"",""down"",""up"",""up"",""down"",""down"",""down"",""up"",""down"",""down"",""right"",""up"",""down"",""up"",""right"",""down"",""up"",""up"",""down"",""right""],[""down"",""right"",""down"",""right"",""down"",""up"",""up"",""down"",""right"",""down"",""down"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""down""],[""down"",""down"",""down"",""down"",""right"",""up"",""down"",""up"",""right"",""down"",""right"",""up"",""down"",""up"",""up"",""up"",""down"",""right"",""right"",""down""],[""down"",""down"",""down"",""left"",""left"",""down"",""right"",""up"",""down"",""up"",""down"",""left"",""right"",""right"",""left"",""right"",""right"",""left"",""left"",""up""],[""down"",""down"",""up"",""down"",""up"",""left"",""down"",""left"",""left"",""down"",""left"",""up"",""up"",""down"",""down"",""down"",""right"",""right"",""up"",""down""]]","[100,638,587,573,593,631,716]"
85,1,"2,0,5,4,1,3","[[""right"",""left"",""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""up"",""down"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""left"",""right"",""left"",""up"",""left"",""right"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""left"",""left"",""down"",""up"",""down"",""up"",""down"",""down"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""left"",""left"",""left"",""right"",""down"",""down"",""right"",""left"",""right"",""left"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""down"",""up"",""down"",""left"",""right"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""up"",""up"",""down"",""left"",""left"",""right"",""left"",""up"",""left"",""right"",""up"",""down"",""up"",""down"",""up"",""right"",""left"",""right"",""left"",""right""]]","[92,877,920,984,944,929,892]"
86,1,"3,0,4,1,5,2","[[""right"",""right"",""down"",""down"",""right"",""right"",""right"",""down"",""up"",""left""],[""up"",""up"",""down"",""up"",""down"",""left"",""left"",""up"",""up"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""left"",""down"",""up"",""down"",""left"",""left"",""down"",""right"",""up"",""down"",""left""],[""left"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""left"",""down"",""down"",""up"",""up"",""down"",""down"",""up"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""]]","[80,890,840,940,1094,924,870]"
87,2,"5,1,0,3,2,4","[[""down"",""right"",""down"",""up"",""up"",""down"",""down"",""down"",""down"",""down""],[""left"",""left"",""down"",""right"",""right"",""right"",""down"",""down"",""left"",""up"",""left"",""left"",""up"",""up"",""up"",""right"",""right"",""down"",""down"",""down""],[""left"",""down"",""right"",""down"",""left"",""up"",""left"",""up"",""up"",""left"",""down"",""right"",""down"",""right"",""down"",""right"",""up"",""right"",""right"",""up""],[""down"",""down"",""left"",""up"",""right"",""down"",""left"",""up"",""left"",""down"",""right"",""up"",""left"",""up"",""right"",""up"",""down"",""down"",""right"",""down""],[""up"",""up"",""left"",""down"",""right"",""up"",""up"",""left"",""left"",""right"",""up"",""down"",""right"",""down"",""down"",""left"",""right"",""down"",""right"",""right""],[""down"",""left"",""down"",""right"",""up"",""up"",""right"",""up"",""right"",""up"",""right"",""up"",""right"",""up"",""right"",""up"",""left"",""down"",""right"",""up""],[""down"",""down"",""right"",""down"",""right"",""right"",""down"",""right"",""up"",""right"",""down"",""left"",""up"",""up"",""right"",""up"",""up"",""up"",""left"",""up""]]","[92,758,772,749,756,967,929]"
88,0,"5,3,1,4,2,0","[[""right"",""down"",""down"",""down"",""right"",""down"",""down"",""right"",""down"",""right""],[""right"",""up"",""left"",""down"",""right"",""right"",""up"",""left"",""down"",""right"",""up"",""left"",""down"",""left"",""left"",""up"",""right"",""down"",""down"",""left""],[""right"",""right"",""up"",""right"",""right"",""up"",""right"",""up"",""down"",""left"",""down"",""left"",""up"",""down"",""up"",""up"",""left"",""left"",""left"",""down""],[""right"",""down"",""left"",""up"",""up"",""left"",""down"",""down"",""right"",""down"",""down"",""left"",""up"",""up"",""up"",""up"",""right"",""right"",""right"",""right""],[""right"",""right"",""right"",""down"",""left"",""up"",""right"",""up"",""down"",""up"",""left"",""up"",""right"",""left"",""down"",""down"",""up"",""down"",""left"",""right""],[""right"",""right"",""up"",""down"",""left"",""down"",""down"",""right"",""up"",""right"",""up"",""left"",""up"",""up"",""left"",""down"",""up"",""right"",""right"",""down""],[""right"",""right"",""right"",""up"",""up"",""up"",""left"",""left"",""left"",""down"",""down"",""right"",""right"",""down"",""down"",""left"",""left"",""down"",""down"",""right""]]","[59,568,514,655,481,574,558]"
89,0,"0,3,2,5,4,1","[[""down"",""right"",""down"",""up"",""left"",""right"",""down"",""up"",""down"",""down""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""up"",""down"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""left"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""]]","[96,840,810,877,924,780,930]"
90,0,"4,3,5,2,1,0","[[""right"",""down"",""right"",""up"",""left"",""down"",""right"",""left"",""right"",""down""],[""right"",""up"",""left"",""left"",""up"",""right"",""down"",""left"",""left"",""up"",""right"",""down"",""left"",""right"",""up"",""right"",""left"",""down"",""up"",""left""],[""up"",""left"",""up"",""left"",""up"",""up"",""right"",""up"",""right"",""down"",""left"",""left"",""up"",""right"",""right"",""down"",""left"",""down"",""down"",""left""],[""right"",""up"",""left"",""up"",""down"",""left"",""right"",""up"",""left"",""down"",""left"",""up"",""right"",""left"",""down"",""left"",""down"",""down"",""right"",""up""],[""right"",""up"",""right"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""up"",""left"",""up"",""left"",""up"",""down"",""right"",""left"",""right""],[""right"",""down"",""left"",""left"",""right"",""up"",""up"",""down"",""up"",""right"",""up"",""left"",""down"",""up"",""up"",""up"",""down"",""right"",""down"",""down""],[""up"",""right"",""down"",""up"",""right"",""right"",""left"",""right"",""up"",""up"",""left"",""up"",""left"",""up"",""left"",""down"",""up"",""down"",""right"",""down""]]","[76,411,611,656,651,587,609]"
91,2,"4,2,3,0,1,5","[[""down"",""down"",""down"",""down"",""right"",""right"",""right"",""right"",""right"",""right""],[""right"",""right"",""right"",""right"",""right"",""up"",""up"",""up"",""up"",""left"",""left"",""left"",""right"",""left"",""left"",""right"",""right"",""left"",""left"",""left""],[""right"",""right"",""right"",""up"",""up"",""up"",""up"",""up"",""left"",""left"",""left"",""right"",""left"",""right"",""left"",""left"",""left"",""left"",""left"",""down""],[""down"",""down"",""down"",""down"",""up"",""left"",""left"",""left"",""left"",""right"",""right"",""left"",""left"",""up"",""right"",""right"",""up"",""left"",""up"",""down""],[""left"",""left"",""right"",""down"",""left"",""left"",""right"",""down"",""up"",""right"",""right"",""left"",""left"",""right"",""right"",""right"",""left"",""left"",""down"",""left""],[""right"",""right"",""up"",""up"",""up"",""up"",""left"",""left"",""left"",""left"",""left"",""left"",""down"",""up"",""right"",""left"",""right"",""down"",""right"",""right""],[""left"",""up"",""up"",""left"",""up"",""up"",""up"",""down"",""left"",""up"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""up"",""left"",""down""]]","[53,615,780,829,718,973,1089]"
